Depthm,T_degC,Salnty,O2ml_L,STheta,ChlorA,PO4uM,SiO3uM,NO3uM
269,7.4,34.064,2.02,26.63,,2.3,47.5,32.5
100,11.3,33.344,5.11,25.435,0.06,1.02,10.1,11.4
124,9.72,33.795,3.32,26.061,0.01,1.76,23.5,22.1
132,9.62,33.968,2.97,26.212,0.01,1.67,27.0,22.7
75,15.26,33.513,5.44,24.772,,,,
200,8.69,34.12,,26.481,,,,
150,10.73,33.981,2.53,26.034,,,24.2,22.0
100,9.76,33.898,2.75,26.134,,,,
140,9.45,33.879,3.39,26.171,0.01,1.71,25.1,22.7
5,19.41,33.318,6.5,23.633,1.75,0.12,2.3,0.1
75,10.38,33.794,3.16,25.947,0.06,1.65,21.5,20.5
10,17.27,33.556,,24.344,,,,
115,12.55,33.367,5.36,25.219,0.11,0.71,6.2,6.0
125,12.32,33.322,,25.229,,,,
608,5.22,34.303,0.3,27.103,,3.12,93.6,43.6
0,11.02,33.494,,25.599,,,,
250,9.59,34.186,2.01,26.39,,2.08,37.2,
600,6.78,34.51,,27.071,,,,
30,10.77,33.775,4.9,25.864,7.05,1.28,15.0,13.0
150,10.26,33.82,,25.99,,,,
47,13.89,,5.49,,,0.64,,
172,9.91,33.888,2.94,26.103,0.0,1.81,25.0,22.7
1100,3.65,34.494,0.69,27.427,,,,
10,14.52,33.03,5.04,24.557,,,,
20,,,,,,,,
20,19.5,33.448,5.43,23.71,0.14,0.28,1.1,0.1
132,8.79,34.022,2.43,26.388,,,,
317,6.68,34.12,1.21,26.773,,2.79,59.5,37.0
66,15.59,33.113,5.96,24.391,0.33,0.27,2.6,0.1
205,8.69,33.64,4.05,26.105,,,,
400,,,,,,,,
250,7.51,34.066,,26.615,,,,
72,13.2,33.361,5.15,25.086,0.18,0.72,6.4,4.8
150,9.0,34.06,2.44,26.385,0.01,2.19,34.6,27.1
150,9.1,33.975,2.32,26.302,0.02,2.18,32.0,28.1
400,6.99,34.284,,26.862,,,,
400,7.13,34.266,0.513,26.83339,,2.94,62.05,36.4
95,10.13,33.78,3.1,25.98,,,,
41,15.94,33.64,5.64,24.718,,0.45,,
120,9.39,33.907,2.63,26.202,0.04,2.06,30.8,26.8
200,8.92,33.907,2.44,26.279,,,,
318,7.53,34.178,1.1,26.702,,2.72,53.5,34.1
400,8.73,34.54,,26.808,,,,
2811,1.69,34.67,2.63,27.747,,,,
144,9.42,,,,,,,
94,9.29,33.66,4.04,26.025,,,,
140,11.131,33.1801,5.155,25.34176,0.089,0.85,7.78,8.45
150,8.72,34.154,1.46,26.503,0.03,,40.1,29.9
201,9.043,33.7265,3.524,26.12133,0.002,1.74,24.62,23.07
0,15.68,33.539,5.88,24.697,0.13,0.35,2.3,0.0
10,17.58,33.186,5.61,23.986,0.15,0.33,2.3,0.2
50,10.55,32.761,6.35,25.112,,,,
17,16.4,33.61,5.82,24.589,,,,
0,19.04,34.23,5.41,24.424,,0.23,2.0,
170,8.87,33.862,2.97,26.251,,,,
31,14.13,33.163,5.97,24.742,0.2,0.33,2.6,0.0
400,6.31,34.115,1.13,26.818,,2.87,66.9,37.3
10,18.79,34.06,,24.357,,,,
113,12.08,33.17,5.37,25.156,0.09,0.79,5.8,6.8
75,11.19,33.368,4.87,25.473,0.04,1.16,10.3,13.6
0,18.38,32.77,3.86,23.473,,,,
50,16.31,33.79,,24.749,,,,
101,9.35,33.596,3.96,25.965,,,,
50,15.5,33.335,5.9,24.582,0.15,0.35,3.3,0.1
75,10.18,33.689,3.28,25.9,,,,
146,9.24,34.09,1.97,26.37,0.02,2.29,36.4,28.3
243,11.14,34.66,0.48,26.491,,3.07,,
207,9.27,34.243,1.51,26.486,0.01,2.4,39.5,29.6
20,13.84,33.54,,25.093,,,,
200,9.1,,4.79,,,1.72,22.4,21.0
13,20.79,33.74,5.12,23.594,,,,
0,18.25,33.435,5.54,24.014,0.08,0.37,1.5,0.1
400,6.87,34.251,0.66,26.852,,2.97,64.4,37.3
0,13.46,33.4,,25.062,,,,
46,11.81,33.363,5.0,25.355,0.26,0.93,9.5,9.2
171,9.16,34.113,1.76,26.401,0.0,2.26,35.8,28.2
139,9.84,33.818,2.97,26.059,0.01,1.89,25.3,23.9
0,14.96,33.292,6.14,24.665,0.54,0.36,2.0,0.1
1200,3.47,34.558,0.84,27.497,,3.15,,
50,15.27,33.387,5.77,24.672,0.32,0.31,2.5,0.1
400,6.36,34.192,0.81,26.873,,2.83,70.0,38.8
20,13.62,,5.8,,,0.64,,
0,13.89,33.502,6.31,25.053,0.39,0.32,0.2,0.1
500,5.77,34.179,0.65,26.938,,3.08,77.8,40.1
356,7.78,34.27,1.02,26.738,,,,
22,13.18,32.561,,24.468,,,,
0,18.56,33.55,,24.025,,,,
10,13.49,33.646,5.98,25.247,,,,
150,11.13,34.614,0.52,26.455,,,,
150,10.24,33.801,3.42,25.978,,,,
10,13.02,33.49,,25.22,,,,
629,4.89,34.264,0.36,27.11,,3.22,95.4,43.8
554,6.01,34.384,0.21,27.071,,,,
10,15.24,33.62,,24.857,,,,
75,14.76,33.324,5.9,24.735,,,,
85,9.65,33.907,2.2,26.159,0.05,2.09,29.8,26.7
150,11.86,34.23,,26.022,,,,
10,12.41,33.21,,25.122,,,,
500,6.76,34.434,0.19,27.012,,2.85,68.8,37.2
300,7.26,34.056,2.13,26.643,,2.44,49.8,32.1
700,5.3,34.42,,27.187,,,,
164,10.71,33.556,4.34,25.706,0.04,1.22,14.1,14.6
84,12.18,33.55,4.8,25.432,,,,
15,14.61,33.548,5.85,24.938,1.09,0.44,3.2,0.7
5,13.43,33.747,7.26,25.337,8.61,0.33,1.3,0.3
61,11.07,33.399,4.43,25.518,0.28,1.27,14.2,13.5
400,6.58,34.218,0.84,26.865,,2.9,67.4,37.4
250,8.15,33.992,2.99,26.464,,2.04,35.3,27.2
230,11.83,34.8,0.36,26.472,,,,
0,15.74,33.47,5.78,24.63,,,,
1000,3.65,34.469,,27.407,,,,
20,16.87,33.66,5.71,24.518,0.07,0.31,2.0,0.1
11,18.47,33.98,4.83,24.376,,,,
12,16.32,33.63,5.53,24.622,,,,
103,13.76,33.47,5.59,25.058,,,,
250,8.376,34.1579,1.59,26.5641,,2.44,41.63,30.8
100,10.72,33.615,4.12,25.749,,,,
400,7.35,34.237,0.94,26.775,,2.8,58.8,34.2
10,12.17,33.522,,25.41,,,,
323,10.02,34.06,4.71,26.221,,1.3,,
30,13.2,33.433,5.9,25.141,,,,
20,18.5,33.67,,24.132,,,,
120,10.206,33.9009,2.502,26.06388,0.017,2.03,26.44,24.12
41,14.1,33.24,5.93,24.808,0.18,0.31,1.3,0.1
10,17.58,33.028,5.62,23.865,0.08,0.37,2.1,0.0
300,7.49,34.163,1.33,26.695,,,,
97,10.0,33.898,2.65,26.094,,,,
269,8.14,34.052,2.28,26.513,,2.25,40.3,30.1
25,16.3,33.4,,24.451,,,,
5,16.46,33.47,,24.467,,,,
500,5.09,34.074,0.49,26.936,,2.63,,
98,11.77,34.16,1.54,25.983,,,,
68,12.61,33.424,5.14,25.251,0.45,0.78,6.4,5.6
30,13.05,33.5,,25.222,,,,
132,13.14,34.708,0.43,26.143,,2.73,33.0,28.3
900,4.98,34.553,,27.332,,,,
29,15.93,33.428,5.74,24.556,,,,
20,14.54,33.48,,24.901,,,,
52,12.08,33.25,,25.217,,,,
134,13.76,34.79,0.19,26.08,,,,
250,7.77,34.116,1.52,26.617,,2.52,47.4,32.6
100,10.05,33.528,4.15,25.797,,,,
123,10.67,32.94,5.36,25.233,,,,
500,5.561,34.1981,0.466,26.98361,,3.17,82.29,41.3
54,17.68,33.811,5.91,24.443,,,,
20,15.55,33.22,4.64,24.481,,,,
50,11.99,33.5,,25.428,,,,
68,11.04,33.71,4.65,25.766,,,,
146,9.11,33.958,2.56,26.287,0.02,2.04,31.7,26.1
10,17.56,33.257,5.59,24.045,0.22,0.36,3.0,0.0
250,7.95,34.09,,26.571,,,,
50,,,,,0.24,0.32,2.2,0.1
10,15.96,33.868,5.89,24.887,,0.64,5.1,
50,21.5,34.6,,24.057,,,,
12,15.61,33.652,5.71,24.8,0.26,0.28,2.0,0.0
1229,3.34,,0.9,,,3.04,,
1100,3.87,34.515,0.81,27.422,,,,
250,8.43,34.09,,26.499,,,,
523,5.62,34.19,1.16,26.965,,,,
531,5.56,34.223,0.46,26.999,,3.11,83.4,40.6
27,14.48,33.22,,24.713,,,,
300,6.64,34.002,2.39,26.685,,,,
50,12.93,33.42,5.42,25.185,,0.59,,
2,15.275,33.5241,5.779,24.77512,0.485,0.36,2.47,0.0
378,7.08,34.243,0.74,26.817,,2.99,67.4,37.8
50,12.56,33.05,,24.97,,,,
250,8.89,34.184,1.72,26.501,,,,
75,9.84,,5.32,,,1.2,13.6,
16,12.92,33.182,6.28,25.002,0.88,0.55,4.5,2.6
60,14.16,33.4757,5.298,24.98025,0.326,0.68,5.13,3.57
400,6.74,34.267,0.82,26.882,,,,
88,14.0,32.798,5.88,24.489,0.24,0.5,2.7,0.5
700,5.05,,0.32,,,3.12,,
100,8.88,33.842,2.72,26.232,,,,
50,10.02,33.743,4.26,25.968,0.87,1.46,21.4,18.9
97,15.34,33.48,5.45,24.73,,0.53,,
71,15.64,33.56,5.64,24.724,,,,
10,12.18,32.88,6.12,24.91,,,,
30,14.01,32.783,5.62,24.474,,0.72,,
888,4.43,34.42,,27.287,,,,
120,10.402,33.6709,2.977,25.8509,0.009,1.71,20.86,21.05
141,10.08,33.768,3.81,25.98,0.02,1.29,20.0,19.4
75,9.27,33.708,3.24,26.065,,,,
31,16.44,33.697,5.62,24.647,0.17,0.25,2.5,0.0
200,10.24,34.449,,26.485,,,,
292,8.46,34.0,3.84,26.424,,2.02,,
22,17.43,33.393,5.73,24.181,0.32,0.36,3.5,0.0
900,4.48,34.429,0.4,27.289,,3.45,,
197,9.74,,0.55,,,,,
1000,4.29,34.538,0.59,27.397,,,,
10,13.48,33.453,6.11,25.099,1.63,0.45,2.0,1.6
453,5.52,34.13,0.75,26.929,,3.0,81.4,41.0
300,7.258,34.2524,0.608,26.80226,,2.84,59.03,35.6
2,18.91,32.884,5.37,23.428,0.14,0.38,2.0,0.1
119,10.01,33.677,3.55,25.92,0.03,1.72,20.7,21.9
20,17.68,33.654,5.12,24.321,,,,
4,13.96,32.676,,24.4,,,,
170,9.62,33.74,3.79,26.035,0.01,1.51,21.5,20.5
79,10.75,33.36,4.47,25.545,0.17,1.28,13.8,14.5
300,8.93,34.479,,26.727,,,,
15,23.78,35.773,5.22,24.295,6.77,,,
44,18.6,33.647,5.45,24.091,0.09,0.29,3.3,0.1
218,10.9,33.83,4.72,25.887,0.01,0.85,12.0,10.5
900,4.15,34.415,,27.313,,,,
1482,2.8,34.553,,27.556,,,,
31,21.67,34.14,4.89,23.659,,0.36,,
1100,3.9,34.608,,27.493,,,,
250,7.87,34.16,1.44,26.637,,2.54,50.0,32.3
1096,3.78,34.52,0.76,27.435,,3.08,,
0,17.75,33.63,5.73,24.28,0.51,,,
163,8.54,34.14,,26.52,,,,
967,4.62,34.57,0.38,27.386,,,,
250,8.06,34.17,,26.617,,,,
200,8.63,34.157,,26.52,,,,
250,9.19,34.498,0.64,26.699,,,,
0,19.97,33.71,5.61,23.787,,,,
413,6.52,34.233,0.7,26.885,,,,
41,13.42,33.23,5.94,24.94,,,,
60,16.03,33.619,5.68,24.682,0.18,0.25,2.4,0.1
800,4.98,34.418,,27.224,,,,
213,9.2,34.35,,26.581,,,,
700,4.82,34.33,,27.171,,,,
10,12.57,33.57,5.71,25.37,,,,
951,3.88,,0.51,,,,,
419,5.85,34.15,0.86,26.904,,,,
229,8.45,34.047,2.15,26.462,,2.25,37.4,29.9
200,8.14,33.93,3.04,26.416,,,,
25,13.97,33.32,6.24,24.897,,,,
20,15.8,33.228,6.16,24.431,0.66,0.37,2.4,0.1
200,9.28,33.86,,26.185,,,,
59,16.88,33.112,5.74,24.097,0.14,0.3,2.0,0.1
10,12.2,33.93,6.47,25.721,,1.07,16.1,
1000,3.49,34.42,0.5,27.383,,,,
389,8.48,34.65,0.17,26.933,,,,
126,8.68,33.4,,25.917,,,,
300,7.01,34.053,1.76,26.675,,2.21,53.2,32.0
124,9.4,33.766,3.41,26.09,0.0,1.75,25.1,23.0
271,7.293,34.1078,1.19,26.68274,,2.64,53.12,34.6
500,5.59,34.25,,27.016,,,,
144,9.76,33.83,3.14,26.082,,,,
125,8.82,,,,,,,
200,8.51,33.9,,26.337,,,,
564,5.65,34.262,0.59,27.019,,,,
379,7.18,34.3,0.68,26.848,,,,
1304,3.15,34.539,1.16,27.512,,,,
484,6.09,34.31,,27.002,,3.03,,
1073,3.95,34.47,0.6,27.378,,,,
0,17.06,33.45,5.67,24.312,,0.34,2.0,0.4
53,14.98,33.251,6.15,24.631,0.39,0.35,2.3,0.2
10,13.63,33.36,6.18,24.997,1.64,0.38,3.8,0.4
150,8.56,33.83,,26.273,,,,
125,12.44,33.548,,25.381,,,,
500,7.78,34.511,0.17,26.93,,3.15,,34.6
20,16.1,33.256,5.9,24.385,0.28,0.33,2.5,0.0
318,6.73,34.085,1.4,26.739,,2.71,57.5,35.7
300,8.76,34.45,0.53,26.731,,,,
121,10.88,33.666,4.02,25.761,,,,
150,9.16,33.813,2.63,26.166,,,,
256,8.4,34.151,1.67,26.551,,2.14,45.0,30.7
250,7.81,34.017,2.21,26.534,,,,
223,8.32,34.2,1.48,26.601,,,,
125,9.84,33.821,2.82,26.061,0.01,,,
150,10.39,33.724,4.19,25.893,0.01,1.17,17.0,15.6
0,19.41,34.07,4.68,24.207,,,,
20,14.65,32.997,5.99,24.505,0.38,0.4,0.7,0.0
310,7.43,34.2,1.1,26.733,,,,
515,6.71,34.321,0.46,26.93,,,71.0,37.4
407,6.64,34.29,0.55,26.914,,,,
545,6.1,34.3,0.4,26.993,,,,
80,10.6,33.37,4.41,25.579,,,,
50,13.35,33.412,,25.095,,,,
112,10.02,33.72,,25.952,,,,
326,7.87,34.145,1.69,26.627,,2.53,48.0,31.7
139,12.5,33.496,5.13,25.33,0.15,0.63,6.5,5.4
200,7.89,34.06,,26.555,,,,
141,9.08,,2.47,,,2.12,,
1156,3.42,,0.78,,,,,
10,17.3,,,,,,,
1000,3.97,34.458,0.62,27.366,,3.11,112.2,45.5
75,13.22,33.508,4.85,25.196,0.02,,7.6,6.7
300,9.35,34.372,1.01,26.576,,,,
0,16.14,33.5,,24.563,,,,
214,11.49,34.69,0.37,26.45,,2.86,38.0,22.8
150,9.29,33.643,3.7,26.012,0.04,1.69,21.3,21.7
150,8.05,33.844,3.22,26.361,0.05,1.96,36.0,27.5
40,12.64,33.38,5.9,25.21,0.62,0.93,6.2,7.5
236,9.02,33.88,3.63,26.242,,,,
174,9.18,34.06,2.09,26.357,,,,
125,9.9,33.53,,25.824,,,,
124,9.22,33.84,3.16,26.177,,,,
80,12.21,33.51,4.22,25.395,,,,
20,14.61,32.93,5.93,24.461,0.18,0.36,1.7,0.0
30,16.3,33.53,6.17,24.551,0.25,0.29,2.6,0.1
10,15.13,33.64,5.8,24.896,,,,
116,12.22,33.49,4.68,25.378,,,,
30,17.92,34.27,,24.735,,,,
190,8.95,33.844,3.41,26.224,,1.79,27.7,23.7
100,9.55,33.614,4.34,25.947,,,,
29,17.86,34.79,2.89,25.148,,,,
120,9.03,34.057,1.94,26.377,0.05,2.24,35.6,29.0
600,4.29,34.134,0.79,27.072,,,,
20,15.61,33.47,,24.66,,,,
274,9.66,,,,,,,
33,14.94,33.418,5.97,24.767,0.3,0.33,1.5,0.0
10,12.89,33.246,6.02,25.057,2.05,0.57,6.0,2.8
204,9.44,33.819,4.27,26.127,0.0,1.41,19.7,18.2
520,5.88,34.28,0.33,27.005,,3.14,81.3,40.2
764,4.22,34.31,0.44,27.22,,,,
1165,3.78,,0.61,,,3.22,,
293,9.03,34.4,0.62,26.649,,3.07,,
29,15.77,33.372,5.65,24.549,0.9,0.37,2.4,0.9
150,10.03,33.873,2.99,26.07,,,,
250,8.24,34.072,1.83,26.513,,2.35,41.4,31.7
63,13.4,33.04,,24.797,,,,
99,9.92,33.65,3.43,25.914,,,,
92,11.76,33.504,4.72,25.475,0.13,1.0,,11.6
50,12.84,33.48,5.34,25.249,0.84,0.73,5.8,4.4
50,10.92,33.402,3.8,25.547,,1.22,,
400,7.36,34.34,,26.854,,,,
134,10.66,33.55,4.89,25.71,,1.17,14.0,
41,11.9,33.43,,25.39,,,,
124,10.53,33.661,3.98,25.819,0.04,1.32,16.5,17.5
75,11.47,33.638,4.34,25.632,0.22,1.24,13.6,14.4
75,11.14,33.507,4.44,25.59,,,,
800,4.39,34.369,0.47,27.25,,,,
107,11.26,33.57,4.23,25.618,,,,
100,10.65,33.46,,25.641,,,,
20,16.41,33.338,5.56,24.378,1.22,0.43,3.6,1.4
50,11.58,33.207,,25.276,,,,
190,8.6,34.183,,26.545,,,,
300,8.17,34.18,,26.609,,,,
20,16.31,33.333,4.77,24.397,,,,
400,7.46,34.263,0.88,26.78,,,57.1,35.4
250,7.47,34.129,1.61,26.671,,,,
209,6.99,33.95,2.6,26.596,,2.49,,
400,8.24,34.479,0.24,26.835,,,,
23,16.51,33.48,5.44,24.464,,,,
10,13.87,32.845,6.08,24.55,0.1,0.38,2.4,0.1
50,14.79,33.35,5.95,24.748,,,,
246,11.43,34.8,0.22,26.547,,3.12,,
700,4.42,34.395,0.44,27.266,,,,
30,12.99,33.394,6.12,25.152,,,,
20,18.67,33.376,5.18,23.865,,,,
99,9.41,33.882,2.68,26.179,0.01,1.9,27.9,26.0
50,9.04,,3.37,,,2.27,,
400,8.24,34.47,0.22,26.828,,,,
557,6.21,34.4,0.23,27.058,,,,
300,7.2,34.196,,26.762,,,,
269,8.0,33.961,3.32,26.462,,1.93,34.2,26.2
254,7.44,34.156,1.44,26.696,,2.64,53.8,33.6
200,8.93,33.913,3.66,26.282,0.0,1.64,26.5,23.1
75,17.146,33.2711,5.806,24.16007,0.189,0.21,1.9,0.0
40,15.94,33.141,5.87,24.334,0.15,0.32,2.4,0.0
10,18.05,33.54,,24.143,,,,
20,19.4,33.339,5.54,23.653,,,,
10,21.58,33.78,4.9,23.409,,0.44,,
449,7.48,34.36,0.48,26.854,,,,
10,13.61,33.29,6.0,24.947,,0.47,,
50,11.44,33.64,5.2,25.639,,,,
9,19.61,33.704,5.65,23.877,,0.42,6.0,0.0
30,11.35,33.434,5.68,25.494,,,,
125,8.97,33.853,,26.227,,,,
30,19.78,34.12,,24.151,,,,
49,10.04,33.74,,25.963,,,,
169,9.43,34.154,1.46,26.39,0.05,2.33,34.8,29.1
81,9.52,33.64,3.53,25.972,,,,
56,19.04,33.88,5.31,24.159,,,,
200,8.8,33.987,2.69,26.36,,1.9,34.4,26.7
119,13.63,34.15,1.94,25.611,,1.79,,
154,9.77,33.6,4.11,25.901,,,,
500,5.71,34.224,0.53,26.981,,3.14,81.0,40.2
0,16.9,33.56,6.0,24.434,,,,
20,13.39,33.429,5.48,25.099,0.77,0.75,2.9,2.8
107,9.16,33.95,,26.273,,,,
150,8.99,33.927,,26.282,,,,
82,14.05,33.402,5.7,24.945,0.49,0.48,3.5,1.9
300,9.45,,,,,,,
30,14.61,33.496,,24.898,,,,
0,28.18,34.67,4.51,22.09,,,,
19,15.84,32.94,5.85,24.201,0.07,0.42,2.6,0.0
1,28.96,35.37,4.69,22.358,,,,
78,9.13,33.64,3.16,26.034,,,,
75,10.01,33.842,3.56,26.048,,,,
572,6.76,34.47,0.26,27.042,,,,
10,17.46,33.391,6.47,24.172,0.88,0.25,3.6,0.0
10,18.82,33.449,5.78,23.883,0.36,0.29,3.2,0.0
94,11.24,34.05,1.9,25.995,,,,
150,9.07,33.69,,26.084,,,,
50,10.94,33.546,3.82,25.656,0.5,1.43,17.8,16.5
200,10.07,34.124,1.92,26.26,0.0,,33.4,23.2
60,12.22,33.09,5.48,25.066,,,,
300,7.34,34.102,2.4,26.668,,3.2,,
112,10.517,33.1532,4.862,25.42716,0.161,1.2,11.54,13.08
123,9.93,33.98,2.45,26.17,0.01,,,
2800,1.65,34.659,2.57,27.74,,,,
140,8.61,33.912,2.84,26.33,0.0,2.05,31.3,26.9
12,17.34,33.12,5.38,23.993,,,,
41,11.78,33.6,3.47,25.545,,,,
319,7.9,34.234,0.87,26.692,,2.79,52.2,34.4
100,11.31,33.809,3.01,25.795,,1.69,20.5,19.3
52,11.54,33.21,,25.286,,,,
291,7.19,,1.43,,,2.83,,
300,8.25,34.207,1.42,26.619,,2.56,47.0,31.2
700,5.09,34.335,0.44,27.144,,3.25,100.3,40.1
106,14.17,33.8,4.93,25.228,,,,
200,8.61,34.105,2.28,26.482,,,,
230,9.14,34.15,1.85,26.434,,2.16,,
62,13.35,32.7,5.84,24.545,,,,
50,11.4,33.61,,25.623,,,,
20,11.29,33.3,,25.401,,,,
0,16.73,33.11,5.7,24.128,,0.42,1.0,0.0
50,13.78,33.439,5.19,25.028,,,,
52,19.84,34.191,5.31,24.19,0.18,0.0,1.0,
20,14.83,32.996,5.86,24.465,0.17,0.32,1.6,0.0
700,4.88,34.294,0.37,27.136,,,,
125,13.85,33.591,5.22,25.134,,,,
355,6.08,33.93,0.51,26.701,,2.59,,
75,9.58,33.821,3.05,26.103,0.01,1.85,26.2,23.5
230,8.17,34.03,2.58,26.49,,2.17,37.6,28.3
125,12.53,34.061,2.21,25.762,,,,
300,8.57,34.26,1.41,26.611,,,,
300,6.78,34.084,1.64,26.731,,2.54,57.5,35.5
125,11.14,33.993,2.43,25.969,0.01,1.9,24.0,22.4
69,13.41,33.55,,25.19,,,,
331,7.94,34.139,1.81,26.612,,2.43,46.5,31.1
11,15.82,33.452,5.88,24.599,0.07,0.33,2.4,0.2
20,12.22,33.091,6.23,25.066,,0.82,8.0,
94,15.03,33.111,5.75,24.513,0.38,0.35,1.7,0.2
300,10.27,34.7,0.26,26.678,,,,
600,5.81,34.432,,27.134,,,,
30,18.91,33.7,5.61,24.053,,,,
500,6.96,34.389,,26.95,,,,
150,8.37,33.875,2.95,26.338,,1.68,,
75,9.75,33.857,,26.102,,,,
42,10.96,33.35,,25.499,,,,
29,16.05,,6.07,,,0.28,2.0,0.3
203,8.85,34.13,,26.464,,,,
160,8.63,33.813,,26.249,,,,
100,13.14,33.716,4.0,25.374,,,,
0,12.11,33.64,5.67,25.513,,,,
20,11.514,33.5132,6.126,25.52623,1.407,,,
218,8.32,33.98,3.18,26.429,0.0,1.96,33.5,26.3
90,11.18,33.278,5.07,25.405,,1.15,11.0,
150,10.7,33.903,2.57,25.978,0.01,1.88,24.5,22.6
30,17.15,33.792,5.47,24.554,,,,
104,14.29,33.392,5.89,24.888,0.28,0.36,2.2,0.0
23,15.97,33.1,5.63,24.295,,0.56,,
20,14.8,33.57,,24.914,,,,
268,8.14,34.194,0.97,26.624,,2.76,50.3,34.1
385,7.0,34.18,0.97,26.778,,,,
9,16.6,33.626,5.81,24.555,0.35,0.31,1.7,0.2
105,10.12,33.549,4.06,25.801,0.03,1.4,16.6,17.0
800,4.43,34.408,0.27,27.276,,,,
69,10.48,33.58,3.78,25.763,,,,
89,14.81,33.96,5.32,25.215,,0.61,,
239,6.7,34.002,2.41,26.676,,2.41,53.2,33.6
2264,1.9,34.638,,27.702,,,,
102,10.63,33.733,3.57,25.857,0.03,1.66,19.2,18.5
125,13.61,33.627,5.13,25.211,,,,
270,7.34,34.13,1.79,26.69,,2.85,,
85,12.56,33.19,5.49,25.08,0.54,0.8,5.6,5.5
78,13.29,33.36,,25.068,,,,
44,13.91,33.516,5.95,25.061,,,,
12,14.17,33.31,6.0,24.847,,0.52,,
196,11.52,34.76,0.15,26.498,,,,
75,13.52,33.269,5.1,24.951,0.24,0.74,6.0,5.0
119,11.81,33.219,5.34,25.245,0.04,0.63,6.1,5.2
1000,3.35,34.39,,27.372,,,,
3,18.76,33.682,5.46,24.076,0.19,0.25,2.4,0.1
10,17.01,33.378,5.72,24.269,0.38,0.32,1.8,0.0
50,11.85,33.51,4.52,25.462,0.38,1.13,11.8,12.1
900,4.36,34.445,,27.314,,,,
591,7.19,34.586,0.14,27.074,,3.29,87.0,35.8
50,18.33,34.47,4.94,24.788,,,,
446,6.12,34.33,,27.013,,,,
27,,,,,0.21,,,
0,24.27,34.37,4.62,23.086,,,,
30,17.58,33.34,,24.105,,,,
86,13.11,33.246,5.65,25.015,0.45,0.47,5.0,3.0
75,10.56,33.96,,26.046,,,,
85,11.65,33.55,4.86,25.531,0.26,1.2,12.6,12.6
128,13.85,33.78,5.31,25.28,,0.51,4.7,3.9
608,6.0,34.42,,27.101,,,,
70,11.78,33.329,4.68,25.335,0.15,1.05,10.0,10.7
75,10.13,33.79,,25.987,,,,
120,9.9,33.655,3.79,25.921,0.01,1.58,18.6,19.5
575,5.86,34.34,0.31,27.055,,,,
149,9.13,33.241,4.89,25.723,0.03,1.42,15.4,16.4
516,6.29,34.3,0.46,26.969,,,,
306,7.32,34.071,1.99,26.647,,2.43,50.2,32.5
100,13.44,33.358,6.13,25.036,0.38,0.41,2.9,0.2
31,15.88,33.69,5.75,24.769,,,,
150,8.55,33.843,3.55,26.285,0.01,1.77,29.8,23.7
700,4.59,34.246,0.47,27.13,,3.31,,
41,14.98,33.269,5.81,24.644,0.52,0.41,2.1,0.4
90,11.52,33.51,4.68,25.524,,,,
250,8.3,,,,,,,
75,11.59,33.14,,25.223,,,,
300,7.05,34.11,1.56,26.715,,,,
170,8.9,33.855,3.36,26.24,0.01,1.82,26.4,24.0
10,12.65,33.478,6.16,25.283,1.29,0.68,8.0,4.8
124,10.7,33.53,3.81,25.687,,,,
199,9.36,33.964,2.36,26.253,0.01,1.99,30.5,26.2
750,4.83,34.41,,27.234,,,,
51,13.59,33.532,5.77,25.139,0.76,0.48,2.8,1.9
6,19.63,33.287,5.87,23.553,0.6,0.36,2.1,0.1
158,9.72,34.12,2.3,26.315,,,,
81,15.62,33.68,5.63,24.821,,,,
208,8.31,33.972,2.97,26.424,0.0,2.0,33.3,27.2
1,17.78,33.436,5.65,24.129,0.12,0.51,1.8,0.1
30,14.321,33.5681,5.248,25.01602,1.064,0.67,5.64,5.0
50,12.0,33.097,4.98,25.113,0.17,0.98,7.1,9.3
212,7.64,34.034,2.1,26.571,,,,
400,6.42,34.129,1.08,26.815,,2.83,63.2,37.6
14,13.53,33.449,5.32,25.086,2.48,0.73,4.3,6.7
800,4.69,34.463,0.45,27.292,,3.13,,
50,16.96,33.68,,24.514,,,,
130,11.9,33.54,4.61,25.478,,,,
199,8.81,34.132,2.2,26.472,0.01,2.24,37.5,28.2
827,5.45,,0.25,,,3.1,,
50,18.59,33.381,5.54,23.89,0.13,0.28,1.4,0.1
463,6.06,34.23,0.55,26.942,,,,
500,5.55,34.22,,26.997,,,,
53,15.774,33.1804,5.805,24.4036,0.27,0.33,1.75,0.0
100,13.03,33.28,6.02,25.058,0.5,0.43,2.6,0.3
199,8.51,34.003,2.71,26.417,0.0,2.05,33.1,27.5
20,19.34,33.42,,23.73,,,,
1000,3.7,,,,,,,
50,11.06,33.707,3.51,25.76,0.2,1.53,17.5,17.9
43,13.97,33.027,6.1,24.671,0.33,0.33,1.9,0.0
185,9.1,34.02,2.39,26.338,,,,
200,7.9,34.107,,26.59,,,,
10,21.27,34.78,4.24,24.255,,,,
320,7.05,34.086,1.64,26.696,,,,
300,8.31,34.248,1.34,26.642,,,47.9,30.4
450,5.95,34.215,,26.943,,,,
227,10.76,33.725,4.77,25.831,,,,
500,5.77,34.28,,27.018,,,,
361,6.8,34.02,1.74,26.679,,,,
0,,,,,0.11,,,
31,14.1,33.376,6.21,24.913,0.47,0.46,2.3,2.2
1038,4.1,34.52,0.53,27.402,,,,
